JURISDICTI3,Sample Type,Parameter,LoadsJurs,LoadsPoundsQUns,TotalLoadPounds
LAGUNA BEACH,Total,"2,4'-DDD",2.595187588274449e-5,1.2814724315296042e-4,1.540991190357049e-4
SAN JUAN CAPISTRANO,Total,"2,4'-DDD",1.6286058365043597e-4,1.745870341497824e-4,3.3744761780021837e-4
DANA POINT,Total,"2,4'-DDD",2.8498160998538215e-4,5.476259665917381e-4,8.326075765771202e-4
SAN CLEMENTE,Total,"2,4'-DDD",2.7720446583354976e-4,7.825784039294215e-4,0.0010597828697629713
MISSION VIEJO,Total,"2,4'-DDE",5.868358955614304e-4,0.0012854095448304689,0.0018722454403918994
LAGUNA WOODS,Total,"2,4'-DDE",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"2,4'-DDE",7.02219381610161e-4,0.005824244719663294,0.006526464101273456
ALISO VIEJO,Total,"2,4'-DDE",2.2419269235789626e-4,6.678965190203163e-4,8.920892113782126e-4
RANCHO SANTA MARGARITA,Total,"2,4'-DDE",0.001096991157399602,5.720999310376252e-4,0.0016690910884372273
ORANGE CO,Total,"2,4'-DDE",0.0025145882732696746,0.003143177143108738,0.005657765416378413
LAGUNA HILLS,Total,"2,4'-DDE",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"2,4'-DDE",1.7491799347032705e-4,6.128112386205441e-4,7.877292320908712e-4
LAGUNA BEACH,Total,"2,4'-DDE",2.595187588274449e-5,1.2814724315296042e-4,1.540991190357049e-4
SAN JUAN CAPISTRANO,Total,"2,4'-DDE",1.6286058365043597e-4,1.745870341497824e-4,3.3744761780021837e-4
DANA POINT,Total,"2,4'-DDE",2.8498160998538215e-4,5.476259665917381e-4,8.326075765771202e-4
SAN CLEMENTE,Total,"2,4'-DDE",2.7720446583354976e-4,7.825784039294215e-4,0.0010597828697629713
MISSION VIEJO,Total,"2,4'-DDT",5.868358955614304e-4,0.0012854095448304689,0.0018722454403918994
LAGUNA WOODS,Total,"2,4'-DDT",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"2,4'-DDT",7.02219381610161e-4,0.005824244719663294,0.006526464101273456
ALISO VIEJO,Total,"2,4'-DDT",2.2419269235789626e-4,6.678965190203163e-4,8.920892113782126e-4
RANCHO SANTA MARGARITA,Total,"2,4'-DDT",0.001096991157399602,5.720999310376252e-4,0.0016690910884372273
ORANGE CO,Total,"2,4'-DDT",0.0025145882732696746,0.003143177143108738,0.005657765416378413
LAGUNA HILLS,Total,"2,4'-DDT",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"2,4'-DDT",1.7491799347032705e-4,6.128112386205441e-4,7.877292320908712e-4
LAGUNA BEACH,Total,"2,4'-DDT",2.595187588274449e-5,1.2814724315296042e-4,1.540991190357049e-4
SAN JUAN CAPISTRANO,Total,"2,4'-DDT",1.6286058365043597e-4,1.745870341497824e-4,3.3744761780021837e-4
DANA POINT,Total,"2,4'-DDT",2.8498160998538215e-4,5.476259665917381e-4,8.326075765771202e-4
SAN CLEMENTE,Total,"2,4'-DDT",2.7720446583354976e-4,7.825784039294215e-4,0.0010597828697629713
MISSION VIEJO,Total,"4,4'-DDD",5.868358955614304e-4,0.0012854095448304689,0.0018722454403918994
LAGUNA WOODS,Total,"4,4'-DDD",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"4,4'-DDD",0.001626499026436685,0.006665524512503548,0.008292023538940234
ALISO VIEJO,Total,"4,4'-DDD",2.2419269235789626e-4,6.678965190203163e-4,8.920892113782126e-4
RANCHO SANTA MARGARITA,Total,"4,4'-DDD",0.001096991157399602,5.720999310376252e-4,0.0016690910884372273
ORANGE CO,Total,"4,4'-DDD",0.0025145882732696746,0.003143177143108738,0.005657765416378413
LAGUNA HILLS,Total,"4,4'-DDD",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"4,4'-DDD",1.7491799347032705e-4,6.128112386205441e-4,7.877292320908712e-4
LAGUNA BEACH,Total,"4,4'-DDD",2.595187588274449e-5,1.2814724315296042e-4,1.540991190357049e-4
SAN JUAN CAPISTRANO,Total,"4,4'-DDD",1.6286058365043597e-4,1.745870341497824e-4,3.3744761780021837e-4
DANA POINT,Total,"4,4'-DDD",6.29836234126329e-4,6.49327931815918e-4,0.001279164165942247
SAN CLEMENTE,Total,"4,4'-DDD",2.7720446583354976e-4,7.825784039294215e-4,0.0010597828697629713
MISSION VIEJO,Total,"4,4'-DDE",5.868358955614304e-4,0.0012854095448304689,0.0018722454403918994
LAGUNA WOODS,Total,"4,4'-DDE",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"4,4'-DDE",7.814473506570586e-4,0.009894744640405751,0.01067619199106281
ALISO VIEJO,Total,"4,4'-DDE",2.2419269235789626e-4,6.678965190203163e-4,8.920892113782126e-4
RANCHO SANTA MARGARITA,Total,"4,4'-DDE",0.001096991157399602,5.720999310376252e-4,0.0016690910884372273
ORANGE CO,Total,"4,4'-DDE",0.0025145882732696746,0.003143177143108738,0.005657765416378413
LAGUNA HILLS,Total,"4,4'-DDE",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"4,4'-DDE",1.7491799347032705e-4,6.128112386205441e-4,7.877292320908712e-4
LAGUNA BEACH,Total,"4,4'-DDE",2.595187588274449e-5,1.2814724315296042e-4,1.540991190357049e-4
SAN JUAN CAPISTRANO,Total,"4,4'-DDE",2.7940402272998513e-4,3.942175231102086e-4,6.736215458401937e-4
DANA POINT,Total,"4,4'-DDE",3.9654411338704826e-4,0.0010397070137148855,0.0014362511271019337
SAN CLEMENTE,Total,"4,4'-DDE",2.7720446583354976e-4,7.825784039294215e-4,0.0010597828697629713
MISSION VIEJO,Total,"4,4'-DDT",5.868358955614304e-4,0.0012854095448304689,0.0018722454403918994
LAGUNA WOODS,Total,"4,4'-DDT",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"4,4'-DDT",7.02219381610161e-4,0.005824244719663294,0.006526464101273456
ALISO VIEJO,Total,"4,4'-DDT",2.2419269235789626e-4,6.678965190203163e-4,8.920892113782126e-4
RANCHO SANTA MARGARITA,Total,"4,4'-DDT",0.001096991157399602,5.720999310376252e-4,0.0016690910884372273
ORANGE CO,Total,"4,4'-DDT",0.0025145882732696746,0.003143177143108738,0.005657765416378413
LAGUNA HILLS,Total,"4,4'-DDT",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"4,4'-DDT",1.7491799347032705e-4,6.128112386205441e-4,7.877292320908712e-4
LAGUNA BEACH,Total,"4,4'-DDT",2.595187588274449e-5,1.2814724315296042e-4,1.540991190357049e-4
SAN JUAN CAPISTRANO,Total,"4,4'-DDT",1.6286058365043597e-4,1.745870341497824e-4,3.3744761780021837e-4
DANA POINT,Total,"4,4'-DDT",2.8498160998538215e-4,5.476259665917381e-4,8.326075765771202e-4
SAN CLEMENTE,Total,"4,4'-DDT",2.7720446583354976e-4,7.825784039294215e-4,0.0010597828697629713
MISSION VIEJO,Total,Acenaphthene,0.0013632509070191994,0.0032135238620761724,0.004576774769095372
LAGUNA NIGUEL,Total,Acenaphthene,0.0017555484540254028,0.014560611799158235,0.016316160253183637
ALISO VIEJO,Total,Acenaphthene,5.604817308947406e-4,0.0016697412975507908,0.0022302230284455314
RANCHO SANTA MARGARITA,Total,Acenaphthene,0.0027424778934990054,0.0014302498275940627,0.004172727721093068
ORANGE CO,Total,Acenaphthene,0.006286470683174188,0.007857942857771845,0.014144413540946033
LAGUNA HILLS,Total,Acenaphthene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAGUNA WOODS,Total,Acenaphthene,1.9487648708175215e-4,0,1.9487648708175215e-4
LAKE FOREST,Total,Acenaphthene,4.372949836758177e-4,0.0015320280965513602,0.001969323080227178
LAGUNA BEACH,Total,Acenaphthene,6.487968970686123e-5,3.2036810788240106e-4,3.852477975892623e-4
SAN JUAN CAPISTRANO,Total,Acenaphthene,2.1993571410745274e-4,4.3646758537445595e-4,6.564032994819087e-4
DANA POINT,Total,Acenaphthene,7.124540249634554e-4,0.0013690649164793455,0.002081518941442801
SAN CLEMENTE,Total,Acenaphthene,6.930111645838744e-4,0.001956446009823554,0.0026494571744074286
MISSION VIEJO,Total,Acenaphthylene,0.001467089738903576,0.0032135238620761724,0.004680613600979749
LAGUNA WOODS,Total,Acenaphthylene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Acenaphthylene,0.0017555484540254028,0.014560611799158235,0.016316160253183637
ALISO VIEJO,Total,Acenaphthylene,5.604817308947406e-4,0.0016697412975507908,0.0022302230284455314
RANCHO SANTA MARGARITA,Total,Acenaphthylene,0.0027424778934990054,0.0014302498275940627,0.004172727721093068
ORANGE CO,Total,Acenaphthylene,0.006286470683174188,0.007857942857771845,0.014144413540946033
LAGUNA HILLS,Total,Acenaphthylene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Acenaphthylene,4.372949836758177e-4,0.0015320280965513602,0.001969323080227178
LAGUNA BEACH,Total,Acenaphthylene,6.487968970686123e-5,3.2036810788240106e-4,3.852477975892623e-4
SAN JUAN CAPISTRANO,Total,Acenaphthylene,4.071514591260899e-4,4.3646758537445595e-4,8.436190445005459e-4
DANA POINT,Total,Acenaphthylene,7.124540249634554e-4,0.0013690649164793455,0.002081518941442801
SAN CLEMENTE,Total,Acenaphthylene,6.930111645838744e-4,0.001956446009823554,0.0026494571744074286
MISSION VIEJO,Total,Aldrin,0.001467089738903576,0.0032135238620761724,0.004680613600979749
LAGUNA WOODS,Total,Aldrin,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Aldrin,0.0017555484540254028,0.014560611799158235,0.016316160253183637
ALISO VIEJO,Total,Aldrin,5.604817308947406e-4,0.0016697412975507908,0.0022302230284455314
RANCHO SANTA MARGARITA,Total,Aldrin,0.0027424778934990054,0.0014302498275940627,0.004172727721093068
ORANGE CO,Total,Aldrin,0.006286470683174188,0.007857942857771845,0.014144413540946033
LAGUNA HILLS,Total,Aldrin,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Aldrin,4.372949836758177e-4,0.0015320280965513602,0.001969323080227178
LAGUNA BEACH,Total,Aldrin,6.487968970686123e-5,3.2036810788240106e-4,3.852477975892623e-4
SAN JUAN CAPISTRANO,Total,Aldrin,4.071514591260899e-4,4.3646758537445595e-4,8.436190445005459e-4
DANA POINT,Total,Aldrin,7.124540249634554e-4,0.0013690649164793455,0.002081518941442801
SAN CLEMENTE,Total,Aldrin,6.930111645838744e-4,0.001956446009823554,0.0026494571744074286
MISSION VIEJO,Total,Anthracene,0.001467089738903576,0.0032135238620761724,0.004680613600979749
LAGUNA WOODS,Total,Anthracene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Anthracene,0.0017555484540254028,0.014560611799158235,0.016316160253183637
ALISO VIEJO,Total,Anthracene,5.604817308947406e-4,0.0016697412975507908,0.0022302230284455314
RANCHO SANTA MARGARITA,Total,Anthracene,0.0027424778934990054,0.0014302498275940627,0.004172727721093068
ORANGE CO,Total,Anthracene,0.006286470683174188,0.007857942857771845,0.014144413540946033
LAGUNA HILLS,Total,Anthracene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Anthracene,4.372949836758177e-4,0.0015320280965513602,0.001969323080227178
LAGUNA BEACH,Total,Anthracene,6.487968970686123e-5,3.2036810788240106e-4,3.852477975892623e-4
SAN JUAN CAPISTRANO,Total,Anthracene,4.071514591260899e-4,4.3646758537445595e-4,8.436190445005459e-4
DANA POINT,Total,Anthracene,7.124540249634554e-4,0.0013690649164793455,0.002081518941442801
SAN CLEMENTE,Total,Anthracene,6.930111645838744e-4,0.001956446009823554,0.0026494571744074286
MISSION VIEJO,Total,Benz[a]anthracene,0.001467089738903576,0.0032135238620761724,0.004680613600979749
LAGUNA WOODS,Total,Benz[a]anthracene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Benz[a]anthracene,0.0017555484540254028,0.014560611799158235,0.016316160253183637
ALISO VIEJO,Total,Benz[a]anthracene,5.604817308947406e-4,0.0016697412975507908,0.0022302230284455314
RANCHO SANTA MARGARITA,Total,Benz[a]anthracene,0.0027424778934990054,0.0014302498275940627,0.004172727721093068
ORANGE CO,Total,Benz[a]anthracene,0.006286470683174188,0.007857942857771845,0.014144413540946033
LAGUNA HILLS,Total,Benz[a]anthracene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Benz[a]anthracene,4.372949836758177e-4,0.0015320280965513602,0.001969323080227178
LAGUNA BEACH,Total,Benz[a]anthracene,6.487968970686123e-5,3.2036810788240106e-4,3.852477975892623e-4
SAN JUAN CAPISTRANO,Total,Benz[a]anthracene,4.071514591260899e-4,4.3646758537445595e-4,8.436190445005459e-4
DANA POINT,Total,Benz[a]anthracene,7.124540249634554e-4,0.0013690649164793455,0.002081518941442801
SAN CLEMENTE,Total,Benz[a]anthracene,6.930111645838744e-4,0.001956446009823554,0.0026494571744074286
MISSION VIEJO,Total,Benzo[a]pyrene,0.001467089738903576,0.0032135238620761724,0.004680613600979749
LAGUNA WOODS,Total,Benzo[a]pyrene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Benzo[a]pyrene,0.0018122195400404743,0.01665733989823702,0.018469559438277494
ALISO VIEJO,Total,Benzo[a]pyrene,5.614256248126372e-4,0.0019101840443981047,0.002471609669210742
RANCHO SANTA MARGARITA,Total,Benzo[a]pyrene,0.0027424778934990054,0.0014302498275940627,0.004172727721093068
ORANGE CO,Total,Benzo[a]pyrene,0.006286470683174188,0.007857942857771845,0.014144413540946033
LAGUNA HILLS,Total,Benzo[a]pyrene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Benzo[a]pyrene,4.372949836758177e-4,0.0015320280965513602,0.001969323080227178
LAGUNA BEACH,Total,Benzo[a]pyrene,6.487968970686123e-5,3.2036810788240106e-4,3.852477975892623e-4
SAN JUAN CAPISTRANO,Total,Benzo[a]pyrene,4.071514591260899e-4,4.3646758537445595e-4,8.436190445005459e-4
DANA POINT,Total,Benzo[a]pyrene,7.124540249634554e-4,0.0013690649164793455,0.002081518941442801
SAN CLEMENTE,Total,Benzo[a]pyrene,6.930111645838744e-4,0.001956446009823554,0.0026494571744074286
MISSION VIEJO,Total,Benzo[b]fluoranthene,0.001467089738903576,0.0032135238620761724,0.004680613600979749
LAGUNA WOODS,Total,Benzo[b]fluoranthene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Benzo[b]fluoranthene,0.0018275227078668437,0.017660404266623474,0.019487926974490317
ALISO VIEJO,Total,Benzo[b]fluoranthene,7.640013980155421e-4,0.0027377078314642766,0.003501709229479819
RANCHO SANTA MARGARITA,Total,Benzo[b]fluoranthene,0.0027424778934990054,0.0014302498275940627,0.004172727721093068
ORANGE CO,Total,Benzo[b]fluoranthene,0.006286470683174188,0.007857942857771845,0.014144413540946033
LAGUNA HILLS,Total,Benzo[b]fluoranthene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Benzo[b]fluoranthene,4.372949836758177e-4,0.0015320280965513602,0.001969323080227178
LAGUNA BEACH,Total,Benzo[b]fluoranthene,6.487968970686123e-5,3.2036810788240106e-4,3.852477975892623e-4
SAN JUAN CAPISTRANO,Total,Benzo[b]fluoranthene,4.071514591260899e-4,4.3646758537445595e-4,8.436190445005459e-4
DANA POINT,Total,Benzo[b]fluoranthene,7.124540249634554e-4,0.0013690649164793455,0.002081518941442801
SAN CLEMENTE,Total,Benzo[b]fluoranthene,6.930111645838744e-4,0.001956446009823554,0.0026494571744074286
